Award ID,Recipient,Amount,NAICS Code,NAICS Description,Category Mean,Category Median,Category Std Dev,Z-Score
70FBR120P00000031,TRUTRIBE CORPORATION,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR120P00000030,PNS HOLDINGS LLC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR120P00000027,WISECOM TECHNOLOGIES INC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR120P00000026,MOTORCITY SOLAR ENERGY INC.,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR120P00000025,MOTORCITY SOLAR ENERGY INC.,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR120P00000023,MOTORCITY SOLAR ENERGY INC.,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR120P00000021,NOELANI VENTURES L.L.C,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR018P00000021,CDW GOVERNMENT LLC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FB7020F00000082,ANA SOURCING LLC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FB7018P00000038,"RUCKER, GWENDOLYN",0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FA4020F00000065,UL LLC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FA4020F00000064,UL LLC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FA4020F00000061,UL LLC,0.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.160
70FBR220F00000111,"NAR MEDICAL DEPOT, LLC",75722.71,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR720P00000010,"SUPPLY KING USA, LLC",73200.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR120P00000036,LOTUS LOGISTICS LLC,71842.50,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FA5019F00000145,THE JANZ CORP,70828.60,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR220P00000053,"INNOVATIVE VIDEO TECHNOLOGY, INC.",66100.25,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR120P00000022,"G-FORM, LLC",64387.20,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FB7020F00000128,CENTRAL PARK MEDICAL PRACTICE P.C.,61312.50,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR720P00000013,"USA SHIELDS, LLC",59675.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FA2018F00000145,"TACMED SOLUTIONS, LLC",50368.48,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR720P00000006,TETHON CORPORATION,48949.75,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
HSFE7017P0041,"PANORAMA CONSULTING, INC.",43549.95,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FB7019F00000113,"EAST COAST MEDICAL, LLC",43130.88,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
HSFE4017F0090,"AMERICAN PURCHASING SERVICES, LLC",41932.28,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR220P00000047,WISECOM TECHNOLOGIES INC,32008.28,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.159
70FBR520P00000020,CREATIVE RESOURCES AGENCY LLC,119099.19,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.158
70FBR220P00000058,GAREX INDUSTRIES LLC,109470.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.158
70FB7020P00000044,AVKARE LLC,105020.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.158
70FB8020P00000005,"RCG OF NORTH CAROLINA, LLC",79323.12,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.158
70FB7020P00000047,ULINE INC,176293.21,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.157
70FA5020P00000060,"BECTON, DICKINSON AND COMPANY",169259.20,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.157
70FB7020P00000049,ULINE INC,159831.73,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.157
70FBR620P00000054,"DISASTER MEDICAL TECHNOLOGIES, LLC",156000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.157
70FBR620P00000050,ORR TEXTILE CO INC,147911.16,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.157
70FBR720P00000017,"DIGITAL DOLPHIN PRODUCTS, LLC",212211.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
HSFE7017J0238,TUBE ENTERPRISES INCORPORATED,211115.92,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FBR120P00000017,"PAJARILLO, NATHANIEL",210000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FBR120P00000016,"PAJARILLO, NATHANIEL",210000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FBR520P00000016,RED TAIL LOGISTICS LLC,200000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FBR520P00000022,RED TAIL LOGISTICS LLC,199935.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FB7018P00000039,"NAR MEDICAL DEPOT, LLC",187200.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FB7020F00000127,MERCY MEDICAL EQUIPMENT COMPANY,185387.23,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.156
70FBR120P00000037,COMSIS SOLUTIONS LLC,260749.99,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.155
HSFE7017J0196,"RCG OF NORTH CAROLINA, LLC",228273.52,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.155
70FBR720P00000016,"DIGITAL DOLPHIN PRODUCTS, LLC",227400.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.155
70FBR720P00000008,"SUPPLY KING USA, LLC",319600.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.154
70FBR120P00000040,RED TAIL LOGISTICS LLC,305000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.154
70FB7020P00000013,"SUPPLY KING USA, LLC",299800.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.154
70FBR720P00000019,"DIGITAL DOLPHIN PRODUCTS, LLC",292000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.154
70FBR720P00000021,COAST TRANSFER CO INC,422500.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.152
70FBR820P00000024,"THREE SISTERS, INC.",385000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.152
70FBR720P00000007,DOCUMENT IMAGING DIMENSIONS INC.,474000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBLA20P00000010,ORR TEXTILE CO INC,462900.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBR720P00000018,"SOUTHEAST CONTAINER, LLC",461650.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBR620P00000055,INGRAM PROPERTY MANAGEMENT LLC,452726.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBR720P00000003,"REVVITY HEALTH SCIENCES, INC.",451829.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FA5020P00000063,REMEL INC.,450271.05,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBR720P00000012,"INX MEDICAL, LLC",441999.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBR720P00000009,"CENTURY 4, LLC",425900.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.151
70FBR720P00000026,COAST TRANSFER CO INC,499850.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.150
70FBR720P00000014,"ELITE BUSINESS STRATEGIES, LLC",499744.80,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.150
70FBR720P00000023,"ELITE BUSINESS STRATEGIES, LLC",499070.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.150
70FBR720P00000022,"USA SHIELDS, LLC",498750.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.150
70FBR720P00000020,KUOG CORP,482400.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.150
70FB7020P00000015,"SUPPLY KING USA, LLC",599600.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.148
70FB7020F00000040,TUBE ENTERPRISES INCORPORATED,788250.75,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.144
70FBLA20P00000013,TRIENDA HOLDINGS LLC,775000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.144
70FB7020F00000193,TUBE ENTERPRISES INCORPORATED,874204.79,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.142
70FBR520P00000019,RED TAIL LOGISTICS LLC,956544.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.141
70FB7020P00000007,RAYMOND ASSOCIATES LLC,945000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.141
70FB7020F00000111,"MSA SAFETY SALES, LLC",994789.78,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.140
70FB7020F00000087,RELIABLE SALES & SERVICES LLC,1100100.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.138
70FBR220P00000059,BLINK SUPPLIES INC,1092510.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.138
70FA5020P00000062,OCTAGON INDUSTRIES INC,2102150.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.118
70FBR520P00000017,RED TAIL LOGISTICS LLC,2804125.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.104
70FB7020P00000045,SECURE OUR SCHOOLS LLC,2790000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.104
70FB7020P00000020,"OSANG HEALTHCARE CO., LTD.",3000000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.100
70FA5020P00000071,OPTICAL TECHNOLOGIES INC.,12875000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,0.099
70FB7020P00000019,YTS GLOBAL INC,3240000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.095
70FB7020C00000013,"OSIRIUS GROUP, LLC",3920000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.081
70FB8020C00000006,"PHALANX GROUP INTERNATIONAL, LLC",11357500.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,0.068
70FB7020F00000083,"PARKDALE ADVANCED MATERIALS, INC.",11250000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,0.066
70FA2020P00000021,"RAVEN ENGINEERED FILMS, INC.",4800000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.064
70FB7020P00000021,"SD BIOSENSOR, INC.",5184000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.056
70FA5020P00000058,RED TAIL LOGISTICS LLC,5823241.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.043
70FBR820P00000021,RED TAIL LOGISTICS LLC,5860000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,-0.042
70FBR820P00000025,RED TAIL LOGISTICS LLC,9900000.00,423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",7965733.46,187200.00,49771454.89,0.039
