Award ID,Recipient,Amount,NAICS Code,NAICS Description,Category Mean,Category Median,Category Std Dev,Z-Score
HSFE6016J0209,BOOZ ALLEN HAMILTON INC,17653714.52,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.787
70FBR619F00000046,SERCO INC,17442341.58,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.762
70FBR221F00000011,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,16308799.80,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.629
70FB8019F00000025,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,15786421.20,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.567
70FBR620F00000021,SERCO INC,15118187.92,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.489
HSHQPD05FR00007,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,14716880.40,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.441
70FA6019F00000027,"HW CONSULTING, INCORPORATED",13919950.84,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.348
70FA6020F00000062,MILLIMAN INCORPORATED,13491602.97,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.297
70FBR619F00000074,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,13383743.73,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.284
70FA6018F00000054,"HW CONSULTING, INCORPORATED",13225910.79,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.266
70FB8019F00000026,FLUOR FEDERAL SERVICES INC,12991275.02,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.238
70FBR221F00000009,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,12632926.56,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.196
70FB8020F00000012,GUIDEHOUSE LLP,12102013.26,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.134
70FA6018F00000013,BOOZ ALLEN HAMILTON INC,11851190.97,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.104
70FBR621F00000028,SERCO INC,11702511.71,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.087
70FA6018C00000001,"MILLIMAN, INC",11430471.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.055
70FB8019F00000024,SERCO INC,11221798.29,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.030
70FB8020F00000003,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,11198803.24,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.027
70FBR219F00000048,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,11004258.15,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,1.004
70FBR621F00000026,SERCO INC,10552539.55,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.951
70FA6020F00000019,"POTOMACWAVE, INC.",10542779.90,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.950
70FBR519F00000026,SERCO INC,9883028.58,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.872
70FBR719F00000061,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,9527692.91,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.831
70FA2020F00000027,THE CNA CORPORATION,8963234.20,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.764
70FBR620F00000050,SERCO INC,8873302.89,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.754
HSFE6017F0009,"HW CONSULTING, INCORPORATED",8731174.02,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.737
70FBR619F00000041,SERCO INC,8498018.21,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.709
70FBR221F00000023,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,8264364.80,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.682
70FA6020F00000047,"GARUD TECHNOLOGY SERVICES, INC.",7758767.87,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.622
70FBR220F00000043,CH2M HILL - CDM PA-TAC RECOVERY SERVICES,7105857.82,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.546
70FB8018F00000070,"ATCS, INC.",6850919.59,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.516
HSFE2012F0377,THE NET.AMERICA CORPORATION,6657985.97,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.493
70FA6018F00000065,GEMINI TECH SERVICES LLC,6602396.52,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.486
70FBR819F00000035,SERCO INC,5786432.27,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.390
70FA5019F00000154,"CACI-ISS, LLC",5687281.77,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.379
70FA4019F00000157,"GARUD TECHNOLOGY SERVICES, INC.",5626698.28,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.371
70FA4020F00000015,GUIDEHOUSE INC.,5510603.99,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.358
HSFE2016F0223,"ACCLARO RESEARCH SOLUTIONS, INC.",5309243.68,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.334
70FBR619F00000024,SERCO INC,4967127.97,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.294
70FA5018F00000158,"CACI-ISS, LLC",4950000.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,0.292
70FA4021F00000003,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",3202.05,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4021F00000008,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",3200.36,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000164,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",3200.36,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000086,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",3108.73,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4021F00000027,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",2909.42,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000142,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",2909.42,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000127,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",2909.42,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000125,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",2909.42,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000047,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",2824.63,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0038,"THE RAVENS GROUP, INC.",2675.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019P00000006,CLARK DAVID PAUL,2250.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0033,"THE RAVENS GROUP, INC.",2217.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0032,"THE RAVENS GROUP, INC.",2217.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0036,"THE RAVENS GROUP, INC.",2075.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0035,"THE RAVENS GROUP, INC.",2075.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0034,"THE RAVENS GROUP, INC.",2075.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017F0059,"HR ANEW, INC.",2030.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0241,"THE RAVENS GROUP, INC.",1900.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017P0030,EDWARD J. GUTMAN,1800.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019P00000027,JLCNFTD HOLDINGS INC,1287.15,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019P00000003,"CAPITAL REPORTING COMPANY, LLC",1042.20,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FB7020F00000121,"NODI SOLUTIONS, LLC",1000.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017P0048,"HENDERSON LEGAL SERVICES, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017P0032,"HENDERSON LEGAL SERVICES, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0230,"HR ANEW, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0209,"THE RAVENS GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0204,"THE RAVENS GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0203,"THE RAVENS GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0200,"THE RAVENS GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
HSFE4017J0028,"THE RAVENS GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FB7018P00000050,DEWBERRY CONSULTANTS LLC,0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000034,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019P00000005,FEIGENBAUM CHARLES,0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019P00000002,"HENDERSON LEGAL SERVICES, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019P00000001,OLENDER REPORTING INC.,0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019F00000152,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4019F00000076,"HR ANEW, INC.",0.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.291
70FA4020F00000146,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",9998.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000139,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",9998.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
HSFE0616J0224,J & E ASSOCIATES INCORPORATED,9888.20,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000036,"HR ANEW, INC.",9862.24,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
HSFE0316J0206,J & E ASSOCIATES INCORPORATED,9773.40,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4018F00000071,"HR ANEW, INC.",9682.58,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000098,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",9580.91,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000082,"HR ANEW, INC.",9468.44,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000042,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8951.40,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000119,"HR ANEW, INC.",8894.98,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000067,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8692.88,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000151,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8332.06,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4021F00000026,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",8210.72,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000160,"HR ANEW, INC.",8090.14,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000093,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",7921.08,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
HSFE0616J0217,J & E ASSOCIATES INCORPORATED,7518.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FBR520F00000039,TECHNICAL MANAGEMENT SERVICES LLC,7500.00,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000161,"HR ANEW, INC.",7499.44,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4021F00000002,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",7464.32,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000163,"HR ANEW, INC.",7105.64,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000159,"HR ANEW, INC.",6908.74,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4021F00000007,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6879.06,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4019P00000028,"HENDERSON LEGAL SERVICES, INC.",6788.47,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000039,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6678.58,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000038,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6678.58,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000137,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6601.28,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000121,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6601.28,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000066,"HR ANEW, INC.",6318.04,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4021F00000006,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6293.80,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000165,"HR ANEW, INC.",6121.14,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000046,"HR ANEW, INC.",6121.14,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4020F00000102,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6110.38,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4021F00000010,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6001.17,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
70FA4021F00000004,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",6001.17,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2471199.95,311369.33,8495683.76,-0.290
